periodo,ganancias,ganancias dgi,ganancias dga,iva,iva dgi,devoluciones (-),iva dga,reintegros (-),internos coparticipados,otros coparticipados,derechos de exportacion,bienes personales,creditos y debitos en cta. cte,otros impuestos (3),aportes personales,contribuciones patronales,otros ingresos seguridad social (4),subtotal dgi,subtotal dga (5),total dgi-dga,sistema seguridad social,total recursos tributarios,clasificacion presupuestaria,administracion nacional
2004-11,1736.1250075,1645.37303153,90.75197597,2686.20149324,1671.53893939,265.85940726,1280.52196111,249.94778978,285.78409584,16.755813095,816.9327423,24.89579493,686.65630197,145.287094555,516.37107187,820.54395647,47.20561338,4509.57994169,2538.54024036,7048.12018205,1054.57397476,8102.69415681,8102.69415681,4825.08052714253
2004-12,1084.13920636,998.19127718,85.94792918,2662.2378037,1773.37614805,348.30232075,1237.1639764,124.0,328.69157301,17.89283666,866.96872193,116.51324987,737.84030406,165.93049777,529.52897972,819.37605023,48.98712795,4425.02122366,2522.67649154,6947.6977152,1045.23928454,7992.93699974,7992.93699974,4716.81977171117
2005-01,1728.46221934,1650.28638354,78.1758358,2970.00502417,2103.40154949,217.50912912,1084.1126038,120.0,299.38130715,22.251186105,829.73940958,25.16919437,688.388828,143.938505775,764.23830681,1204.50288723,49.87883303,4975.17961781,2270.90806238,7246.08768019,1556.38711588,8802.47479607,8802.47479607,4955.36703930044
2005-02,1855.68324049,1782.96053314,72.72270735,2545.13612627,1686.59732634,197.32393395,1055.86273388,120.0,281.39008007,13.066646535,768.89994988,108.40773659,648.08037741,37.673016495,576.04678419,924.34509157,113.69597549,4844.34201463,2168.75457677,7013.0965914,1237.17892884,8250.27552024,8250.27552024,4756.00109500395
2005-03,1732.77174173,1647.96928268,84.80245905,2736.39153225,1728.21095838,191.18154432,1199.36211819,130.0,280.54150819,14.14285417,970.38832692,25.160817,723.8839046,132.76249938,559.16947947,814.9002209,53.59342087,4739.46120109,2555.00655984,7294.46776093,1063.03712548,8357.50488641,8357.50488641,5039.5707692209
2005-04,1956.22144784,1873.03188659,83.18956125,3000.85130365,1945.64980434,230.29147292,1285.49297223,160.0,323.66357713,20.115080345,1220.03512025,86.51818928,750.8230997,112.622911095,574.95024246,858.36977156,54.78157507,5261.35956706,2903.0743635,8164.43393056,1117.8470486,9282.28097916,9282.28097916,5635.96996155583
2005-05,3709.07696299,3619.92139885,89.15556414,3172.80409197,1951.54978411,197.86645589,1419.12076375,130.0,281.59086815,17.73876101,1235.58216822,730.0725335,773.12975778,137.92484377,589.86726991,930.43112069,57.649868,7756.44564239,3093.44273036,10849.88837275,1195.74610825,12045.634481,12045.634481,7349.94225523245
2005-06,3605.11045414,3508.42654629,96.68390785,3003.9702861,1832.26071498,296.94981627,1468.65938739,180.0,296.7317556,18.319187335,1103.22181702,238.71884648,806.63341556,127.216190725,614.0484327,944.22875856,52.65527413,6819.40307026,3020.14900321,9839.55207347,1214.63725552,11054.18932899,11054.18932899,6807.8272600311
2005-07,2081.22738024,1987.80150732,93.42587292,3013.71424193,1888.2373616,196.70365914,1322.18053947,160.0,287.25735045,19.18422817,1129.48254181,111.21495516,799.18557825,116.87139759,841.37289066,1371.72063638,54.19443337,5395.44138697,2885.34891881,8280.79030578,1730.81971417,10011.61001995,10011.61001995,5688.45365544117
2005-08,2193.75649607,2085.81099737,107.9454987,3288.04919154,1995.96729539,199.11454338,1491.19643953,160.0,303.58609528,17.48060077,1248.91177893,147.54713621,808.69629097,132.87559514,646.94374498,1052.34784886,68.28613788,5669.27161807,3238.6736175,8907.94523557,1350.26091941,10258.20615498,10258.20615498,6165.41278434463
2005-09,2075.1137508,1971.11180562,104.00194518,3404.99854417,2215.35698301,197.80875391,1387.45031507,160.0,314.26685438,21.06462358,965.53331608,33.16808778,814.94693683,121.01940535,664.96433635,1067.84152255,55.24351704,5682.65820893,2855.23039446,8537.88860339,1348.98397607,9886.87257946,9886.87257946,5821.15294257325
2005-10,2230.16528682,2120.33146149,109.83382533,3048.22079827,1929.60754974,280.00479878,1398.61804731,190.0,307.30079285,19.501091135,1011.47357587,135.48526546,794.44040008,112.038439525,706.93229679,1168.81082773,56.88562048,5553.7649004,2913.28311231,8467.04801271,1423.51491699,9890.5629297,9890.5629297,5815.94112898578
2005-11,2260.01730835,2148.39854072,111.61876763,3244.61256108,2057.25145733,346.93494566,1534.29604941,200.0,335.05712693,23.550218445,845.66822136,33.03792326,854.45701448,142.180984315,726.32350543,1190.18348659,56.3047751,5602.51443413,2939.00736557,8541.5217997,1571.27692405,10112.79872375,10112.79872375,5832.38838409082
