periodo,ganancias,ganancias dgi,ganancias dga,iva,iva dgi,devoluciones (-),iva dga,reintegros (-),internos coparticipados,otros coparticipados,derechos de exportacion,bienes personales,creditos y debitos en cta. cte,otros impuestos (3),aportes personales,contribuciones patronales,otros ingresos seguridad social (4),subtotal dgi,subtotal dga (5),total dgi-dga,sistema seguridad social,total recursos tributarios,clasificacion presupuestaria,administracion nacional
2005-12,2617.79276373,2506.25652641,111.53623732,3424.37519527,2208.51387312,250.1275093,1465.98883145,175.0,346.67646846,21.02137041,993.58643622,138.22643828,971.62561324,152.61986324,738.8683268,1219.438964,56.70057114,6772.81933723,3009.3885758,9782.20791303,1517.79347954,11300.00139257,11300.00139257,6636.42825578617
2006-01,2407.27458871,2299.7392027,107.53538601,3624.13363459,2431.90563661,249.75949951,1441.98749749,185.0,372.47990263,21.98322648,966.98625562,25.09217138,892.49134203,170.70332038,1010.03333653,1754.13869932,56.31432579,6075.71941868,2930.53865912,9006.2580778,2158.50188692,11164.75996472,11164.75996472,6206.9119700181
2006-02,2301.29060209,2206.19730613,95.09329596,3325.1104759,2143.69946718,199.77180039,1381.18280911,160.0,322.99373668,21.251438865,880.44324891,125.2680441,792.30524963,189.182604195,773.95630795,1330.89555085,72.59320572,6040.92724777,2737.18812609,8778.11537386,1703.18807129,10481.30344515,10481.30344515,5983.57819228027
2006-03,1987.43417347,1875.36971771,112.06445576,3552.5446296,2187.40990923,249.94539176,1615.08011213,180.0,309.81892509,19.05552197,1021.96649198,30.22979196,910.56771343,190.07396911,780.12205799,1302.70386022,62.83564051,5619.17688314,3183.98659639,8803.16347953,1637.28175152,10440.44523105,10440.44523105,6072.79754972884
2006-04,1384.79702801,1281.50525275,103.29177526,3588.26501612,2350.84071966,250.85881791,1488.28311437,160.0,355.59766564,19.228333035,1092.42274903,41.86943533,840.51704105,184.050992315,789.29380991,1320.68931864,57.96010529,5263.9027266,3094.26508388,8358.16781048,1654.61228582,10012.7800963,10012.7800963,5731.57250779852
2006-05,4221.97291272,4107.84615903,114.12675369,3769.53279508,2328.38400831,249.49395343,1690.6427402,160.0,310.36825102,18.412430235,1275.30788061,893.15733358,1015.10020023,184.196509665,827.74077005,1381.85064701,64.56717484,9049.24127923,3552.77698878,12602.01826801,1756.02990085,14358.04816886,14358.04816886,8538.75363089161
2006-06,4472.99518096,4352.21427256,120.7809084,3795.65042954,2357.73810771,248.73540952,1686.64773135,160.0,337.30689276,22.19025962,1080.67057759,260.08168374,1020.7658088,101.16140143,832.15418555,1371.12537391,169.47254169,8641.22762961,3349.20421973,11990.43184934,1842.00470101,13832.43655035,13832.43655035,8146.20138264766
2006-07,2624.55372197,2501.05175591,123.50196606,3782.58012843,2365.63005449,249.9666235,1666.91669744,160.0,329.27472569,22.82834689,1241.80637347,138.81612786,987.21422154,65.63675497,1161.65015054,1977.47434956,197.86755113,6619.92735584,3486.44001834,10106.36737418,2582.60848733,12688.97586151,12688.97586151,6938.9097456647
2006-08,2862.72404425,2723.1998189,139.52422535,4176.43408954,2596.42109638,299.40416426,1879.41715742,160.0,329.19277354,24.444995085,1379.71218603,169.26375015,1004.90202756,189.449862875,890.31977317,1492.63596521,109.56972183,7202.94219431,3900.2376212,11103.17981551,1909.66885473,13012.84867024,13012.84867024,7670.72549338143
2006-09,2560.64858559,2423.39840004,137.25018555,4181.49805387,2565.61661432,269.74399566,1885.62543521,160.0,334.54730473,22.749074835,1612.83557131,41.73700971,937.23696674,164.945743625,888.22120577,1501.63953175,126.01924448,6666.4626819,4144.85440507,10811.31708697,1941.86319717,12753.18028414,12753.18028414,7541.16647200438
2006-10,2761.29566935,2617.82720808,143.46846127,4352.41560873,2651.75049396,245.29851591,1945.96363068,160.0,347.61215031,23.369276755,1448.68427437,158.12559654,956.98792041,201.953028385,910.03767223,1544.64132733,271.94764671,7155.50084361,4069.23277348,11224.73361709,2135.81412244,13360.54773953,13360.54773953,7748.57142618066
2006-11,3163.37235202,3010.62296784,152.74938418,4292.14596029,2727.92737899,400.17421044,1964.39279174,160.0,372.12491155,30.07518155,1441.44826981,34.87226108,1124.04762071,160.44437179,924.47643846,1571.32917456,221.17728477,7538.69364443,4102.79554145,11641.48918588,2143.58954835,13785.07873423,13785.07873423,8079.50799539169
2006-12,2866.73321745,2727.91735162,138.81586583,4663.9981721,3367.77559958,350.02737991,1646.24995243,160.0,370.49400513,44.656842835,1269.37573626,158.18362061,1203.5488175,207.769809695,942.80696442,1604.53135106,246.10118116,8449.15129946,3531.51720109,11980.66850055,2137.66111264,14118.32961319,14118.32961319,8114.49152837138
2007-01,3001.09186049,2851.55405297,149.53780752,4623.18641457,3246.65837959,449.38629184,1825.91432682,160.0,403.52504914,44.539359895,1249.21993371,40.33699086,1062.07031549,209.157996505,1336.9694653,2368.14645004,305.37584077,7598.61885484,3752.47240548,11351.09126032,3184.18949976,14535.28076008,14535.28076008,7821.50547304869
2007-02,2684.78627089,2557.70651776,127.07975313,4269.28501661,2912.55353039,349.81194273,1706.54342895,160.0,380.61987781,31.51757063,1047.27669947,150.74957935,1127.60943334,126.19049262,1032.07292289,1816.38396551,340.32554825,7471.23902123,3374.92403865,10846.16305988,2510.22457351,13356.38763339,13356.38763339,6726.00466306575
2007-03,2540.70587657,2383.65799045,157.04788612,4504.52475382,2867.96660996,400.60435773,2037.16250159,200.0,344.89853038,35.63893631,1471.43348877,36.83617768,1024.81525774,90.6629715800001,1017.58341375,1728.09659142,487.54712261,6751.13967024,4271.18807231,11022.32774255,2921.60697862,13943.93472117,13943.93472117,7042.17144824847
2007-04,2131.88183567,1993.81787408,138.06396159,4368.83212948,2930.27256308,350.00175739,1788.56132379,180.0,389.93040697,34.408403545,1450.61087107,133.1010292,1050.75900959,166.903200585,1019.74929056,1774.38548913,422.12761017,6808.28877422,3924.25481783,10732.54359205,2546.77308311,13279.31667516,13279.31667516,6856.93523939277
2007-05,5322.28292878,5164.94593827,157.33699051,5052.03203866,3163.33156201,220.10307348,2108.80355013,60.0,351.29360466,39.81569226,1790.87516116,1005.75519735,1280.33207654,153.82438949,1107.03199723,1837.26657629,440.47510736,11579.72888853,4624.34156297,16204.0704515,2671.21807638,18875.28852788,18875.28852788,9896.77232910224
2007-06,5452.74183606,5293.72096715,159.02086891,5055.98424897,3228.43181455,279.86157938,2107.4140138,120.0,369.95931743,45.89598657,1525.87394026,286.45830651,1323.19983555,207.42300027,1078.71639954,1864.7963941,436.77409886,10962.63836705,4372.56907135,15335.2074384,2701.30191496,18036.50935336,18036.50935336,9441.7704695353
2007-07,3395.24496514,3195.23881184,200.0061533,5625.58816468,3380.72892962,279.88313788,2524.74237294,120.0,345.41928295,43.892750015,1637.61487578,148.98108765,1235.84602443,147.556388445,1516.83426605,2663.75885575,458.06493833,8749.91654589,5006.83179379,13756.74833968,3712.92989623,17469.67823591,17469.67823591,8655.63568731
2007-08,3818.64419354,3587.91962371,230.72456983,5984.73065015,3479.01588724,280.17647608,2785.89123899,127.5,392.45791107,47.099012145,1666.75885504,202.14862293,1363.66154557,162.390121895,1153.95923973,1987.08192994,465.41022681,9496.56938374,5452.54756737,14949.11695111,2924.74257233,17873.85952344,17873.85952344,9378.39724541783
2007-09,3547.09210837,3318.4637729,228.62833547,5123.80750628,3022.33700684,279.88228603,2381.35278547,120.0,417.60560348,46.074006915,1665.28055539,58.64630793,1367.09456435,152.283394945,1172.13815758,2026.83955258,473.73634353,8814.6257984,4950.06624093,13764.69203933,2969.862730806,16734.554770136,16734.554770136,8759.93276453456
2007-10,3337.82191241,3071.70363845,266.11827396,5793.71726712,3237.95393565,355.02123167,2910.78456314,315.0,403.85084336,44.9302916,2121.25882895,193.40938143,1316.78943118,168.50926674,1304.28554727,1998.78756123,465.40780817,8498.82400403,6104.22621612,14603.05022015,3047.40918306,17650.45940321,17650.45940321,9415.02843740396
2007-11,3708.01204359,3464.53806233,243.47398126,5874.27014976,3640.67545006,599.93287281,2833.52757251,250.0,467.39295614,53.498529985,2203.0793686,51.68661105,1504.96771044,148.411623255,1279.95611487,2028.21808902,488.72389091,9255.22099034,6096.88370386,15352.1046942,3053.62148153,18405.72617573,18405.72617573,9934.64773659754
2007-12,3914.59959533,3704.74343019,209.85616514,6393.35927269,4150.25180012,145.0301401,2388.13761267,100.0,450.56137197,50.999601495,2620.4510547,183.88685487,1407.81566767,80.1753500050001,1303.3363113,2080.87529504,489.56891976,10651.50588806,5882.19031422,16533.69620228,3087.08446441,19620.78066669,19620.78066669,10596.2717450105
2008-01,3940.37644504,3702.98555241,237.39089263,6728.24585815,4270.12065203,350.10524354,2808.23044966,250.0,491.05275596,47.918340875,3215.21179757,42.74445947,1579.66116916,223.240779325,1747.27356752,3072.92656041,500.99266669,10361.86345383,7045.83924951,17407.70270334,4321.2871693,21728.98987264,21728.98987264,11567.5528470247
2008-02,3803.46371819,3593.5374467,209.92627149,5916.20568879,3832.62694536,450.0,2533.57874343,300.0,450.54784165,38.88713531,2525.73841735,168.5203146,1505.09831662,236.2854467,1661.77547404,2358.02459317,488.85262275,10041.26472703,5960.21965642,16001.48438345,3602.66596812,19604.15035157,19604.15035157,10374.4782626579
2008-03,3049.01491963,2849.75016017,199.26475946,5755.79571448,3768.74671364,475.0,2462.04900084,325.0,413.87390136,45.87862199,2199.5194753,47.80311576,1274.24353705,222.67428513,1619.7546236,2229.46346012,493.62188843,8660.83560904,5602.36212901,14263.19773805,3426.20562618,17689.40336423,17689.40336423,9264.29651769536
2008-04,3024.25595357,2778.13156782,246.12438575,6581.2889736,4079.83534632,475.0,2976.45362728,200.0,468.46539339,47.37602473,2997.85638842,163.28672899,1605.06052865,140.22372957,1754.87656439,2455.59106401,521.55246183,9372.99591656,7110.01109051,16483.00700707,3757.73425105,20240.74125812,20240.74125812,10910.2265804728
2008-05,5275.73707691,5031.06341714,244.67365977,6711.32069695,4148.97868363,600.0,3162.34201332,150.0,450.89563488,55.12651949,3219.237042,1205.44447314,1685.83839426,181.88872057,1832.78508093,2575.63755057,535.87097156,12863.11254463,7430.51974775,20293.63229238,3965.42173189,24259.05402427,24259.05402427,12881.3944139503
2008-06,6671.56534687,6417.95291723,253.61242964,6629.56118115,4029.88748924,600.0,3199.67369191,140.0,450.078881,52.34596042,2297.71134071,402.81048032,1527.82863953,205.95023293,1853.45192152,2495.74301383,560.73191416,13203.77912701,6518.62059131,19722.39971832,3898.54819744,23620.94791576,23620.94791576,12270.6107089203
2008-07,4828.92492539,4517.41622963,311.50869576,6846.81522099,3947.23663127,591.0,3490.57858972,179.0,434.69381231,48.186722575,3366.45487864,277.82293311,1732.65746697,252.149234765,2565.78177522,3598.57348736,538.61240459,11178.70127224,8024.14067026,19202.8419425,5315.66320753,24518.50515003,24518.50515003,12614.9893243457
2008-08,4972.13300616,4662.91220991,309.22079625,7107.46570897,4407.52102729,480.0,3179.94468168,400.0,451.02787194,51.81850605,3914.2438247,325.30073886,1745.26684664,286.93286098,1950.58556567,2721.75467243,538.49797443,11842.33023023,8235.04485691,20077.37508714,4168.71177524,24246.08686238,24246.08686238,13286.2269964136
2008-09,4397.69260055,4083.81799345,313.8746071,7295.94306996,4337.39505979,400.0,3358.54801017,250.0,471.66620498,46.049456435,4125.0179174,98.23926311,1684.46648656,107.727775515,2015.30841978,2819.53002772,550.5466973,10966.02116151,8654.49286668,19620.51402819,4279.08814818,23899.60217637,23899.60217637,13096.7697281582
2008-10,4682.46875165,4343.26190404,339.20684761,7209.38668131,4331.08822647,450.0,3328.29845484,300.0,490.89480689,55.57097607,3764.83007195,292.39506022,1747.18051353,372.59396333,2046.40281887,2817.06126417,565.5081948,11634.43488745,8347.40299465,19981.8378821,4294.70745479,24276.54533689,24276.54533689,13283.3493148223
2008-11,4177.48042805,3890.82801212,286.65241593,6794.31525628,4531.14112898,510.0,2773.1741273,300.0,520.19237801,56.28662255,2201.22439596,69.98270859,1706.91665647,22.0399196699997,2151.38172478,3149.43241513,568.54237145,10683.67787941,6086.4347147,16770.11259411,4879.34610242,21649.45869653,21649.45869653,10668.3261086245
2008-12,4822.8872492,4585.20573381,237.68151539,6652.56076914,4708.3464734,505.0,2449.21429574,100.0,523.92594508,50.35718858,2228.28349725,280.66632323,1700.93833558,192.07885117,2043.20498101,2873.24342864,546.3127739,12770.60539738,5636.58388014,18407.18927752,5234.45039796,23641.63967548,23641.63967548,11485.4510672417
2009-01,3950.09103149,3764.58296572,185.50806577,6706.19938165,5172.33558303,550.0,2083.86379862,100.0,552.55631656,59.975827465,2357.06169185,62.27308088,1694.72541159,246.339105715,2808.66828185,3932.52333813,539.35180702,11491.78226575,5269.65262347,16761.43488922,7347.60632308,24109.0412123,24109.0412123,10824.2787801498
2009-02,3754.55177933,3595.07452328,159.47725605,6745.11343778,4920.43908331,110.0,1934.67435447,0.0,565.38589035,35.83987881,2374.58062837,261.73015114,1519.12856379,144.53673694,2166.93360774,3068.78898271,553.1211809,12067.27481534,5003.79704393,17071.07185927,5705.70529031,22776.77714958,22776.77714958,10734.9708025918
2009-03,3374.62383454,3203.80558376,170.81825078,6693.07338499,4692.39779827,125.0,2125.67558672,0.0,496.56839587,32.62255162,2159.18446202,65.54748638,1431.62946488,409.38269783,2083.8210363,2967.26999106,560.25327704,11159.75608479,5060.82991456,16220.58599935,5544.69695253,21765.28295188,21765.28295188,10345.3871600157
2009-04,3113.28563515,2940.95576029,172.32987486,6938.12409737,4884.11841255,100.0,2154.00568482,100.0,479.10089065,37.455291425,3018.86570102,147.25344148,1668.12147447,463.891036385001,2117.00100387,3020.59880578,561.95168909,11418.82024048,6004.06878905,17422.88902953,5623.75781317,23046.6468427,23046.6468427,11453.5517693303
2009-05,6518.24027381,6349.23179426,169.00847955,6731.00259816,4986.57200321,370.0,2114.43059495,127.0,576.47351146,41.70283388,2907.18982807,1229.0339459,1717.17980016,416.61864581,2043.88155917,3165.30516624,563.91493201,15824.21597321,5762.85798053,21587.07395374,5704.30079858,27291.37475232,27291.37475232,13435.0766523525
2009-06,6274.8869614,6065.4552705,209.4316909,7247.12757757,5060.05225344,503.0,2690.07532413,100.0,471.73455731,40.92110728,3125.62311591,496.69589361,1708.01718781,124.93853609,2217.60339706,3069.92725459,574.76523377,14283.44764901,6691.06294463,20974.51059364,5778.26967316,26752.7802668,26752.7802668,13228.3738559533
2009-07,4424.39271076,4194.6690115,229.72369926,7799.79384407,5283.25847263,346.0,2862.53537144,300.0,495.15852194,43.755539565,2664.51072187,275.42355258,1779.17614398,484.641844635,3031.10924781,4221.99918417,584.04040157,12825.35034034,6444.00898555,19269.35932589,7744.06619075,27013.42551664,27013.42551664,12340.1277109239
2009-08,4666.28972222,4470.33938698,195.95033524,7517.14887282,5221.03492792,273.0,2569.1139449,200.0,572.01718965,55.856132405,2259.21943269,375.27188042,1692.16420198,274.238665165,2394.56281261,3590.31769567,585.62572242,13081.11432598,5658.1712524,18739.28557838,6533.04361107,25272.32918945,25272.32918945,11700.3286295153
2009-09,4264.85791988,4036.67327195,228.18464793,7922.53575068,5280.21396788,281.0,2923.3217828,404.0,578.81552787,55.50649246,2380.69895263,181.46524659,1802.48629217,1061.80160805,2402.17426428,3589.10329274,595.68119054,13359.0863446,6350.30925161,19709.39559621,6522.3256651,26231.72126131,26231.72126131,12776.455435794
2009-10,4902.12154826,4683.5319165,218.58963176,7683.57807471,5255.19406341,350.0,2778.3840113,340.0,554.3109601,49.607833755,2963.59525528,424.41108986,1769.45828077,-40.3970681850001,2491.13959743,3558.38464122,598.28200682,13098.55573993,6750.55334847,19849.1090884,6567.8339486,26416.943037,26416.943037,12310.3031352105
2009-11,4981.6534939,4754.66820075,226.98529315,7424.1210458,5024.39958783,363.0,2762.72145797,250.0,648.13545779,60.76995751,2666.03202774,121.8719607,1745.35503301,529.53620435,2465.21580217,3215.9729055,602.71545949,13450.67547538,6448.26685965,19898.94233503,6193.66048766,26092.60282269,26092.60282269,12752.4544903311
2009-12,5327.25970974,5119.05002213,208.20968761,7977.91540924,5613.66349342,360.0,2724.25191582,530.0,727.69868014,59.780622525,3164.97354964,400.10745212,2034.02945598,142.893041635,2556.91308565,3486.37695506,611.98864886,14717.34678145,6966.07687733,21683.42365878,6478.11135809,28161.53501687,28161.53501687,13637.8572809233
2010-01,4967.36556584,4772.67379335,194.69177249,8255.32147719,6131.96762133,417.0,2540.35385586,227.0,739.4697555,70.20237556,2316.51744763,96.55746507,1944.88478228,66.73847451,3500.74685808,5094.8282307,695.46323131,13869.56843123,5860.32769094,19729.89612217,9295.2190022,29025.11512437,29025.11512437,12381.1975026254
2010-02,4688.47553333,4492.62473991,195.85079342,8239.56661245,5886.12322505,200.0,2553.4433874,200.0,772.89895846,39.80846774,2718.3580267,359.58798568,1802.05366989,-12.9938463799996,2559.22187172,3759.36479615,711.40473073,14239.31512017,6257.00312314,20496.31824331,6881.01638924,27377.33463255,27377.33463255,12769.0145119618
2010-03,4308.85791842,4061.67713203,247.18078639,8574.26097009,5524.69200719,225.0,3274.5689629,277.0,748.11886218,50.777257745,3271.97755678,110.46913661,1819.67391254,594.003183005,2610.58767157,3767.62631614,729.49527307,13549.24245615,7866.74490865,21415.9873648,7092.7331622,28508.720527,28508.720527,13899.4029791886
2010-04,4240.31506259,4009.65429612,230.66076647,8835.47169755,6072.98698602,267.0,3029.48471153,237.0,786.08234048,58.197253815,3918.61705662,244.87161115,2074.5296738,546.413251275,2771.99428177,4108.97959958,725.25929291,14438.88334441,8186.90707755,22625.79042196,7503.78396919,30129.57439115,30129.57439115,14809.4046474402
2010-05,11474.84497382,11211.95496406,262.89000976,8953.23623822,5761.51464969,320.0,3511.72158853,270.0,779.35569942,59.87469899,4272.76203889,1560.62966045,2236.34836732,342.42233673,2896.09327797,4061.25205205,726.4333507,22726.45875553,9023.39938602,31749.85814155,7594.87022333,39344.72836488,39344.72836488,19639.1369334703
2010-06,9169.98157018,8878.57736554,291.40420464,9938.01535231,6212.5353621,215.0,3940.47999021,200.0,795.30856418,61.08804039,4225.27565341,636.09377789,2189.29256768,469.07844802,2968.92167466,4133.1756724,741.70931455,19890.94917724,9653.34882126,29544.2979985,7751.03137205,37295.32937055,37295.32937055,18679.8900639049
2010-07,6252.24282982,5897.99523894,354.24759088,10155.76763931,6393.29649026,325.0,4087.47114905,300.0,746.01480631,62.129476415,4481.10128497,334.81801724,2436.3146848,315.614957185,4048.57021949,5896.87441861,750.41362075,16596.08305362,10184.03410891,26780.11716253,10594.55870194,37374.67586447,37374.67586447,17428.8139404805
2010-08,6025.77705062,5662.1942452,363.58280542,10311.78200895,6581.87863853,276.0,4005.90337042,200.0,765.5834656,64.797301805,3795.74842934,531.16059143,2222.06607196,411.886648175,3089.77913244,4458.44412062,752.36127934,16967.83889058,9371.58864735,26339.42753793,8215.81167914,34555.23921707,34555.23921707,16823.6894979937
2010-09,5743.56699864,5364.9025634,378.66443524,10723.05171376,6911.2172568,300.0,4111.83445696,209.0,776.87294347,71.206030085,4579.70990835,165.48680379,2511.70682246,182.503940935,3193.63313137,4629.57085704,757.5455624,16756.84253302,10411.65040644,27168.49293946,8480.60723048,35649.10016994,35649.10016994,17698.4832013293
2010-10,6165.04690297,5797.39436213,367.65254084,10123.14293549,6756.7694074,400.0,3766.37352809,400.0,799.95820044,66.2410981,4918.76817131,486.22324405,2457.76910942,275.54906762,3219.95393124,4831.71905865,754.88413091,17131.14595599,10295.19423689,27426.34019288,8651.13958325,36077.47977613,36077.47977613,17907.4264874456
2010-11,6393.08770818,5975.65512789,417.43258029,10634.62012083,6571.7340598,350.0,4412.88606103,150.0,906.73535265,80.59996484,4030.00942156,136.82450481,2303.72258447,242.78401351,3378.56434345,4958.90374673,770.6155155,16938.0989433,10407.07885249,27345.17779579,9062.7891484,36407.96694419,36407.96694419,17548.6144934815
2010-12,7222.06356718,6849.37678237,372.68678481,11641.75039606,7906.35653458,370.0,4105.39386148,386.0,858.00758883,82.42735935,3018.50745547,484.06892533,2886.37090404,244.244513799999,3365.11571336,4955.31061389,768.03178271,20369.41128753,8833.48280385,29202.89409138,8952.73541167,38155.62950305,38155.62950305,18092.5109126278
2011-01,7110.80004023,6712.78202886,398.01801137,11837.26054297,8150.19995612,500.0,4187.06058685,400.0,1004.64848172,83.52536561,3605.30645213,107.18912213,2661.84097376,397.69730798,4674.01815738,6973.55628892,783.35316047,18979.64325037,9491.30288259,28470.94613296,12296.31550913,40767.26164209,40767.26164209,18136.3314646205
2011-02,6867.70798779,6494.69375422,373.01423357,10688.59851559,7277.77649724,353.0,3763.82201835,126.0,903.78200109,62.643340205,3022.72519757,439.22127976,2619.42359697,59.173364375,3603.34152954,5404.873793,765.01145865,18749.40011757,8360.24599106,27109.64610863,9640.86708303,36750.51319166,36750.51319166,16791.5175960104
2011-03,5970.79059761,5529.71021959,441.08037802,11738.20666868,7188.70218547,200.0,4749.50448321,350.0,889.60895037,66.321954155,3915.32037361,102.65649231,2437.2518836,701.139417915,3544.31071676,5171.93312579,779.83829475,17475.76264284,10559.1229096,28034.88555244,9428.12401559,37463.00956803,37463.00956803,18054.0725956534
2011-04,6695.21351101,6270.40673226,424.80677875,11578.09223043,7366.91402937,280.0,4491.17820106,500.0,915.2846657,75.31130524,4573.77057633,259.42324172,2687.53908454,441.76785202,3802.98015484,5928.04980062,762.93561406,18597.33635194,10706.00438679,29303.34073873,10435.0393332,39738.38007193,39738.38007193,18937.4347005582
2011-05,14040.34750555,13519.47485327,520.87265228,13042.28941997,8512.06170663,320.0,4850.22771334,250.0,864.33305481,73.40690081,4667.43846397,1742.80983545,2951.35498123,411.689639839999,3919.80952002,5705.11470146,805.63781818,29094.1082918,11296.52809471,40390.63638651,10249.48069981,50640.11708632,50640.11708632,24757.0850284946
2011-06,13358.30901389,12851.76324428,506.54576961,12271.73566489,7685.89986261,279.0,4864.83580228,731.0,773.2811378,93.414423685,5141.42228121,728.58025208,3175.77320378,650.595328695,4037.08342546,5844.51380314,777.6449223,26206.77266732,11905.34529941,38112.11796673,10566.92878104,48679.04674777,48679.04674777,24115.7574780972
2011-07,8672.73139385,8161.13039758,511.60099627,13214.1582409,9041.66021253,325.0,4497.49802837,300.0,823.23375888,90.232177625,4480.15175535,373.66137307,3292.81216961,469.205800645,5492.10799916,8114.36087814,795.34994902,22830.23153572,10749.7764996,33580.00803532,14264.78136308,47844.7893984,47844.7893984,21412.1736120284
2011-08,9098.54838246,8586.21499414,512.33338832,13565.31451096,8140.26064047,304.0,5729.05387049,668.0,881.43236911,94.52088206,5609.31052388,629.30329835,2915.49197481,617.23863537,4270.53369542,6150.75298339,773.80731959,22412.35632423,13300.25194983,35712.60827406,11064.68208542,46777.29035948,46777.29035948,22955.6846757864
2011-09,8662.46554322,8169.56664375,492.89889947,14322.53224196,9612.23422001,300.0,5010.29802195,355.0,925.16168494,94.85283254,5599.58793376,179.97137427,3542.3835178,377.86805463,4423.49654998,6339.79302835,748.33457863,23724.30544992,12645.12790774,36369.43335766,11360.36590862,47729.79926628,47729.79926628,23576.639335201
2011-10,8922.73090898,8487.58202555,435.14888343,13056.50587614,8632.96451251,582.0,5005.54136363,350.0,940.56855894,104.990842395,5828.33053612,583.61851515,3145.45780633,363.565702395,4531.16172248,6625.57158783,699.3662378,22959.78414084,12862.70641338,35822.49055422,11732.38172185,47554.87227607,47554.87227607,23143.4183069125
2011-11,9194.90933175,8767.62040788,427.28892387,15087.9927584,9813.42344211,16.0,5290.56931629,10.0,941.12172095,114.22674615,3714.11137402,163.68455323,3350.98348023,-74.1456749800003,4528.58978615,6450.20372709,646.23359206,24589.12023385,11097.11371913,35686.23395298,11589.66879126,47275.90274424,47275.90274424,22087.9091369392
2011-12,10003.32429472,9589.00441947,414.31987525,13834.17969159,8980.15378053,370.0,5224.02591106,650.0,1051.80297954,109.54844144,4005.879966,581.79525428,3399.11259815,976.2716323,4640.00875415,6605.61457708,612.17004136,26141.22725568,11180.70612399,37321.93337967,11590.84122937,48912.77460904,48912.77460904,23337.3007988688
2012-01,9501.78848348,9080.71255012,421.07593336,15133.21750296,11086.42369263,350.0,4396.79381033,350.0,1071.15878672,110.011657005,4622.1805502,119.53694231,3253.4636694,570.611742945,6432.76555781,9334.24474801,591.30841343,25711.54918233,10806.167329,36517.71651133,16326.26333741,52843.97984874,52843.97984874,23182.3671594445
2012-02,8847.67125255,8479.07451292,368.59673963,13731.13419355,10000.82248653,150.0,3880.31170702,150.0,976.23349493,73.559571515,4164.40894995,502.2298806,3209.7716632,292.211756635,4864.89876909,7161.6705588,568.60351566,25212.01779707,9619.65571478,34831.67351185,12450.76973847,47282.44325032,47282.44325032,21681.6598484783
2012-03,7771.49137557,7389.70471756,381.78665801,13745.79831405,9946.27150364,226.0,4025.52681041,200.0,1032.84890775,78.05804243,5668.99660777,120.309293,3374.73779187,870.32853482,5026.60397404,7269.13434487,591.30837179,24207.34234763,11340.6561031,35547.99845073,12815.349932,48363.34838273,48363.34838273,23144.3136390732
2012-04,7467.70960899,7109.48867693,358.22093206,13896.19050529,10420.13999332,120.0,3596.05051197,0.0,1073.65129998,81.024769615,7024.35067622,330.28709159,3167.38605397,58.3857483550001,5082.54428313,7852.02761216,524.72828284,24148.09988462,11952.55205659,36100.65194121,13335.20830944,49435.86025065,49435.86025065,23425.5325997051
2012-05,14883.35913172,14404.25214784,479.10698388,15799.45504935,11119.9902329,0.0,4679.46481645,0.0,930.43058293,94.1424679,5767.63762967,2048.57594624,3665.44086878,1050.75089762,5407.46028575,7772.94696827,580.44751882,35063.11647862,12378.21445345,47441.33093207,13585.0068173,61026.33774937,61026.33774937,29503.1177277155
2012-06,16034.54837811,15557.07859772,477.46978039,15391.30727413,11027.25622022,175.623,4539.67405391,227.0,988.55395349,98.32118964,4161.86389097,926.76339622,3753.06915301,933.8795763,5380.64034822,7809.60877367,535.93419533,34492.96937544,10643.0451759,45136.01455134,13548.10687274,58684.12142408,58684.12142408,27657.1091357302
2012-07,10986.15617153,10473.98425896,512.17191257,15539.79131518,10750.10156321,511.0,5300.68975197,250.0,994.00623544,83.360719835,6722.92649109,488.31621019,3589.38435672,582.350642535,7389.59801777,10875.66774738,620.23385933,28661.62326167,13986.41669831,42648.03995998,18668.7739689,61316.81392888,61316.81392888,27314.5765992685
2012-08,12244.32694666,11728.25915361,516.06779305,16910.36537687,11812.64369985,3.0,5100.72167702,0.0,1118.18798997,85.6666052,5965.60180065,790.02731887,3882.25297963,804.62026181,5738.62765497,8283.90242612,634.86090304,32510.7019488,13448.74569694,45959.44764574,14496.16145971,60455.60910545,60455.60910545,29061.9765812781
2012-09,10832.25351105,10157.98260992,674.27090113,16787.45616241,11448.43942903,9.2,5348.21673338,0.0,1137.97158109,90.45761077,5204.8252637,220.01936317,3919.53592787,636.064155689999,5812.69331108,8263.90642935,620.54287173,29944.59881677,12963.58047053,42908.1792873,14466.37657615,57374.55586345,57374.55586345,27112.8471141571
2012-10,12489.83746916,11535.8168306,954.02063856,17557.26697948,11109.16450747,1.022,6449.12447201,0.0,1157.32729327,84.27808057,4496.84780965,774.17610565,3671.50431379,510.17096694,6025.69041751,8805.89039463,657.76310402,31012.08859228,13809.08059965,44821.16919193,15309.54997736,60130.71916929,60130.71916929,27635.301455651
2012-11,13778.12681524,12925.33533491,852.79148033,17816.70974626,12638.50921977,535.0,5713.20052649,530.0,1198.17590055,112.777666645,4278.85603748,200.79066057,4106.54195846,198.198601065,6156.45654539,8773.23042189,627.26820766,32570.0721276,12745.7005029,45315.7726305,15348.85326524,60664.62589574,60664.62589574,27870.5823193607
